0 10 355 88 31 99 16 98 15 8 6 94 42 90 31 92 16 61 26 46 100 34 58
1 10 433 100 66 70 99 98 92 75 84 97 55 84 87 53 79 99 90 95 34 96 38
2 10 357 98 1 41 51 83 43 30 35 94 55 99 89 74 29 84 97 14 77 97 92
3 10 369 6 74 79 47 96 29 98 95 50 69 56 26 95 52 85 92 99 17 74 30
4 10 306 99 83 54 46 2 36 14 72 69 26 91 28 43 57 97 77 59 38 85 66
5 10 381 72 14 56 23 98 68 81 46 99 94 29 43 97 77 94 59 44 57 93 98
6 10 336 99 21 38 52 77 74 34 44 48 99 87 35 94 32 96 62 80 19 20 3
7 10 386 99 83 97 25 95 82 62 65 32 62 94 27 89 89 90 65 83 33 31 56
8 10 362 73 47 90 51 91 64 75 64 71 21 57 11 92 89 70 33 86 47 19 21
9 10 405 47 59 64 54 71 18 97 22 94 37 84 19 90 83 99 71 95 93 69 77
10 10 324 96 59 87 6 16 73 94 23 67 37 52 17 72 1 63 60 2 98 99 83
11 10 381 76 4 99 56 91 87 34 83 84 54 98 4 95 78 87 17 13 87 86 52
12 10 380 74 79 11 57 94 68 64 29 55 79 89 83 87 18 97 44 99 8 91 11
13 10 421 56 60 99 38 89 20 70 22 76 46 80 14 93 5 92 36 90 14 98 93
14 10 365 72 77 96 33 76 12 99 34 97 63 39 32 23 71 77 37 95 11 56 17
15 10 379 94 35 44 97 62 48 99 21 2 10 95 57 96 47 98 33 82 58 86 63
16 10 381 53 94 61 29 96 46 62 59 99 11 93 65 97 67 77 99 26 45 98 78
17 10 295 6 31 28 15 90 63 36 96 98 66 60 8 34 28 50 46 95 24 93 68
18 10 369 92 61 99 93 25 8 96 33 59 71 97 23 63 56 27 63 94 12 86 48
19 10 392 96 74 100 87 32 56 95 31 75 36 94 27 97 97 99 16 81 73 16 98
20 10 414 88 2 73 71 65 22 97 90 80 53 99 93 95 35 57 17 84 1 91 51
21 10 331 85 39 98 14 33 32 81 92 44 6 82 43 47 37 99 83 39 42 55 45
22 10 373 62 54 75 31 97 71 85 18 82 20 99 85 96 41 98 50 37 53 16 51
23 10 434 88 67 97 23 93 31 87 76 85 73 98 38 92 81 95 9 81 5 53 76
24 10 323 23 6 65 56 59 97 86 20 35 33 69 2 80 85 95 86 97 25 38 45
25 10 356 22 98 99 64 96 15 91 90 58 54 62 100 69 94 92 51 98 83 25 36
26 10 373 97 97 90 29 27 23 76 63 96 58 92 91 84 22 91 81 32 97 61 56
27 10 390 63 29 97 49 15 68 60 69 95 82 98 15 89 70 72 32 99 65 93 51
28 10 412 50 37 99 45 72 78 86 61 83 89 75 40 89 30 96 45 76 3 98 100
29 10 402 83 31 95 23 97 51 94 40 96 74 80 25 39 25 99 95 32 80 89 14
30 10 354 20 70 12 37 87 52 37 92 80 62 93 38 91 72 96 40 94 84 99 27
31 10 430 90 64 95 8 69 72 96 10 99 82 97 72 40 11 89 48 92 20 94 50
32 10 352 73 89 42 80 95 63 81 3 98 45 45 57 85 28 44 80 78 96 63 8
33 10 352 97 72 99 11 74 98 43 80 57 54 14 89 70 43 75 55 95 46 81 37
34 10 365 45 29 90 79 36 26 71 90 39 95 97 82 89 5 72 6 94 6 98 6
35 10 388 50 14 87 98 90 1 99 60 92 25 83 38 54 76 94 7 31 90 97 77
36 10 332 32 15 90 87 99 1 95 97 44 60 37 4 54 38 93 37 87 93 33 94
37 10 394 99 30 98 6 82 70 32 42 96 24 79 33 97 6 62 3 74 89 69 21
38 10 374 23 9 94 35 100 71 35 74 62 92 98 92 95 75 69 93 96 42 77 21
39 10 391 85 40 95 44 94 59 63 96 23 12 77 76 97 11 78 85 98 9 73 22
40 10 422 99 92 90 1 91 33 93 78 24 70 94 21 82 32 92 85 81 7 98 51
41 10 386 89 40 97 26 96 2 63 46 85 65 20 50 95 69 49 97 99 42 80 33
42 10 391 98 18 95 29 39 11 99 43 90 6 83 21 72 67 80 71 79 57 47 26
43 10 367 96 40 80 28 91 68 47 1 56 68 98 51 93 3 37 100 97 92 40 42
44 10 351 58 52 97 79 98 62 74 91 92 45 21 72 85 32 8 69 93 39 76 84
45 10 412 43 51 85 100 66 2 88 8 96 96 92 15 86 30 98 22 89 98 81 82
46 10 394 96 29 83 73 100 25 91 37 20 13 39 55 86 37 78 67 98 12 97 87
47 10 409 98 65 90 17 96 4 84 31 89 29 64 15 99 45 70 1 97 35 31 21
48 10 351 71 54 99 89 86 7 91 15 56 62 12 100 11 46 82 100 96 1 98 25
49 10 352 41 25 71 5 32 71 96 90 97 12 98 27 77 3 25 81 99 16 68 34
