0 10 230 98 80 44 261 28 252 48 332 50 346 7 115 24 405 46 142 52 205 64 130
1 10 113 14 143 54 467 25 307 2 19 5 209 22 184 4 34 11 307 33 443 56 378
2 10 213 1 122 2 405 67 295 57 272 11 238 37 405 92 455 29 150 56 447 74 260
3 10 254 7 348 44 211 81 406 69 414 100 25 91 201 98 444 5 417 13 40 1 451
4 10 301 76 405 42 130 86 91 37 484 17 397 91 364 92 53 44 97 21 157 97 297
5 10 283 49 147 95 453 15 185 66 454 85 116 81 442 9 110 27 499 46 462 94 304
6 10 258 30 185 56 474 34 129 82 282 77 133 75 228 89 264 51 142 1 418 22 242
7 10 288 26 83 20 177 81 181 43 174 85 273 11 192 98 344 72 79 77 301 64 106
8 10 293 75 143 91 264 6 342 57 206 59 231 99 85 65 370 61 197 51 303 23 387
9 10 236 27 433 30 24 28 454 55 104 54 18 61 328 60 451 43 417 92 52 23 51
10 10 267 34 273 87 298 43 99 95 45 53 217 83 180 1 212 3 480 65 9 70 26
11 10 347 95 450 37 445 92 306 89 295 80 491 28 52 77 78 46 427 72 90 79 140
12 10 301 24 358 92 436 13 471 52 421 53 222 99 47 71 187 43 414 83 209 73 488
13 10 288 75 101 65 220 27 136 62 206 85 415 18 320 79 88 24 452 92 197 50 390
14 10 272 19 288 33 484 32 367 92 254 40 32 28 92 96 500 84 161 76 210 45 90
15 10 238 80 217 69 267 40 220 11 388 21 500 6 460 84 89 91 451 33 197 42 164
16 10 261 24 33 11 123 51 194 83 326 56 328 68 435 96 388 53 235 7 163 74 279
17 10 246 63 431 38 246 71 181 48 355 77 489 70 352 22 481 27 24 74 109 2 429
18 10 239 88 469 15 183 56 268 69 314 30 242 44 92 24 33 90 395 13 237 49 441
19 10 338 78 119 93 99 99 119 74 124 79 175 5 219 95 119 1 202 86 22 67 168
20 10 272 15 310 59 139 43 300 85 407 89 133 48 466 51 492 16 201 62 389 77 40
21 10 162 16 81 10 410 99 363 12 437 84 330 4 350 40 214 34 14 24 240 2 357
22 10 218 39 219 59 430 34 12 43 374 88 135 89 268 44 51 18 106 14 254 9 191
23 10 203 82 423 30 315 88 254 7 41 62 345 59 420 27 244 31 369 17 470 3 258
24 10 291 89 247 8 407 52 321 12 193 63 73 83 497 95 264 34 17 69 174 78 266
25 10 300 84 250 44 27 32 112 95 2 67 104 90 65 11 348 68 83 12 312 98 284
26 10 243 94 446 30 310 8 263 26 29 88 156 46 71 5 389 49 436 52 443 89 318
27 10 219 47 231 34 309 78 2 44 141 13 193 24 359 38 405 68 97 67 345 25 454
28 10 197 22 376 4 10 24 192 14 119 80 31 17 210 77 140 18 420 82 112 56 140
29 10 224 49 460 59 346 27 4 22 432 3 296 60 259 57 483 50 370 53 281 69 343
30 10 255 69 146 82 486 65 261 19 29 16 259 29 128 26 106 72 500 37 127 95 48
31 10 215 37 451 31 38 21 335 18 73 4 160 41 449 93 278 65 106 48 245 73 6
32 10 281 74 400 27 199 5 398 98 394 76 492 41 112 95 323 49 115 58 319 39 461
33 10 174 30 479 61 323 8 477 28 355 22 52 13 447 52 339 45 456 88 195 1 464
34 10 217 38 494 27 332 16 428 98 325 46 336 37 75 66 397 49 125 26 28 32 299
35 10 291 80 44 45 383 34 241 90 321 87 391 36 325 84 415 8 51 42 306 76 87
36 10 278 93 12 13 159 61 114 35 486 41 466 36 72 80 454 94 472 44 267 59 34
37 10 269 54 83 69 168 42 319 9 99 94 447 92 58 60 102 18 425 36 155 65 54
38 10 199 90 137 14 21 8 492 85 126 50 470 79 184 38 47 26 57 7 76 2 354
39 10 223 67 11 65 120 28 89 8 334 5 261 23 493 74 143 83 33 35 19 58 236
40 10 310 89 389 20 226 87 397 34 193 72 88 98 491 14 462 78 354 69 111 59 281
41 10 293 34 351 55 228 85 339 14 304 49 450 44 237 69 369 75 117 67 88 94 317
42 10 238 30 391 82 392 68 436 12 279 46 193 64 496 99 91 33 337 5 288 37 254
43 10 213 31 273 74 151 99 442 5 418 29 298 34 311 41 167 2 208 65 338 47 157
44 10 200 1 95 7 144 27 196 66 232 53 296 57 378 46 355 19 303 72 199 52 357
45 10 222 9 492 24 62 52 125 79 241 35 294 18 394 37 396 89 236 61 172 40 408
46 10 204 28 369 5 235 39 7 6 237 11 363 98 154 38 11 57 362 89 298 37 276
47 10 270 43 106 69 231 53 109 18 113 80 309 72 308 77 77 42 215 83 399 3 245
48 10 218 13 252 99 350 63 455 64 3 4 500 78 46 58 298 28 310 6 445 23 186
49 10 244 53 294 45 429 22 386 95 305 36 150 49 249 99 98 67 254 13 370 9 13
